"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093721","1991-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.4",",X","772.6","0","218.9",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","14","","","","4","","15.0",",0,22,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,09,","37.2",",0,03,","0.0","0","0.0",",0","64.5",",,,0","","","","","","","","","0",",,,0","25.40",",0","31.37",",,,0","19.42",",,,0","","","","","","","","","225",",X","","","","","","","","","17.5",",X","",""
"USW00093721","1991-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.3",",X","867.4","0","94.8",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","14","","","","2","","5.6",",0,28,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,25,","36.7",",0,16,","27.9","0","27.9",",0","77.4",",,,0","","","","","","","","","0",",,,0","20.56",",0","26.64",",,,0","14.48",",,,0","","","","","","","","","315",",X","","","","","","","","","14.4",",X","",""
"USW00093721","1991-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.2",",X","882.8","0","15.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","17","","4","","1","","-0.6",",0,21,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,17,","29.4",",0,04,","167.4","0","139.5",",0","81.4",",,,0","","","","","","","","","0",",,,0","14.33",",0","20.68",",,,0","7.98",",,,0","","","","","","","","","315",",X","","","","","","","","","18.0",",X","",""
"USW00093721","1991-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.9",",X","883.9","0","1.1",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","8","","1","","","","-7.8",",0,27,","0",",,0,30,+","0",",T,0,10,+","26.4",",,0,22,","23.3",",0,20,","488.8","0","321.4",",0","43.0",",,,0","","","","","","","","","0",",T,,0","7.66",",0","13.28",",,,0","2.04",",,,0","","","","","","","","","225",",X","","","","","","","","","16.4",",X","",""
"USW00093721","1991-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.1",",X","883.9","0","0.0",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","22",",0","1",",0","0",",0","0",",0","12","","2","","","","-10.0",",0,20,","0",",,0,31,+","0",",T,0,18,+","27.4",",,0,09,","19.4",",0,09,","942.5","0","453.7",",0","103.6",",,,0","","","","","","","","","0",",T,,0","3.70",",0","8.75",",,,0","-1.35",",,,0","","","","","","","","","270",",X","","","","","","","","","23.6",",X","",""
"USW00093721","1992-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.4",",X","0.0","0","0.0",",0","10",",0","4",",0","0",",0","1",",0","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","14","","2","","","","-12.8",",0,19,","51",",,0,26,","51",",,0,25,","9.4",",,0,04,","17.2",",0,14,","1467.0","0","524.5",",0","32.3",",,,0","","","","","","","","","56",",,,0","1.41",",0","6.45",",,,0","-3.62",",,,0","","","","","","","","","225",",X","","","","","","","","","23.6",",X","",""
"USW00093721","1992-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.2",",X","0.0","0","0.0",",0","8",",0","6",",0","0",",0","2",",0","1",",0","0",",0","22",",0","3",",0","0",",0","0",",0","11","","2","","","","-11.7",",0,10,","25",",,0,14,+","43",",,0,13,","18.8",",,0,15,","16.1",",0,23,","1917.3","0","450.3",",0","63.2",",,,0","","","","","","","","","48",",,,0","2.81",",0","8.01",",,,0","-2.39",",,,0","","","","","","","","","315",",X","","","","","","","","","19.0",",X","",""
"USW00093721","1992-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.6",",X","0.0","0","0.0",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","15","","3","","","","-7.2",",0,16,","0",",T,0,21,","0",",T,0,22,+","52.1",",,0,26,","19.4",",0,09,","2325.9","0","408.6",",0","116.4",",,,0","","","","","","","","","0",",T,,0","5.15",",0","10.34",",,,0","-0.04",",,,0","","","","","","","","","270",",X","","","","","","","","","24.2",",X","",""
"USW00093721","1992-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.9",",X","3.1","0","3.1",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","8",",0","0",",0","14","","5","","5","","-3.9",",0,04,","0",",,0,30,+","0",",T,0,02,","8.6",",,0,26,+","28.9",",0,17,","2545.7","0","219.8",",0","44.7",",,,0","","","","","","","","","0",",T,,0","11.11",",0","16.80",",,,0","5.41",",,,0","","","","","","","","","315",",X","","","","","","","","","20.6",",X","",""
"USW00093721","1992-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.5",",X","23.3","0","20.2",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","2",",0","16","","3","","","","3.3",",0,21,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,30,","32.8",",0,23,","2638.2","0","92.5",",0","74.4",",,,0","","","","","","","","","0",",,,0","16.00",",0","21.79",",,,0","10.22",",,,0","","","","","","","","","45",",X","","","","","","","","","15.4",",X","",""
"USW00093721","1992-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.2",",X","114.1","0","90.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","14","","1","","2","","7.8",",0,22,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,05,","33.9",",0,30,","2643.8","0","5.6",",0","48.1",",,,0","","","","","","","","","0",",,,0","21.18",",0","27.55",",,,0","14.80",",,,0","","","","","","","","","315",",X","","","","","","","","","17.0",",X","",""
"USW00093721","1992-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.6",",X","327.7","0","213.6",",0","13",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","20","","","","10","","15.0",",0,08,","0",",,0,31,+","0",",T,0,01,","49.5",",,0,01,","36.7",",0,14,","0.0","0","0.0",",0","128.9",",,,0","","","","","","","","","0",",T,,0","25.22",",0","30.50",",,,0","19.95",",,,0","","","","","","","","","315",",X","","","","","","","","","21.1",",X","",""
"USW00093721","1992-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.4",",X","454.7","0","127.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","18","","","","4","","10.6",",0,30,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,28,","35.0",",0,11,","0.9","0","0.9",",0","55.7",",,,0","","","","","","","","","0",",,,0","22.40",",0","28.17",",,,0","16.64",",,,0","","","","","","","","","135",",X","","","","","","","","","15.9",",X","",""
"USW00093721","1992-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.6",",X","529.3","0","74.6",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","20","","1","","3","","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","62.7",",,0,25,","31.1",",0,22,+","31.0","0","30.1",",0","151.5",",,,0","","","","","","","","","0",",,,0","19.82",",0","25.02",",,,0","14.61",",,,0","","","","","","","","","360",",X","","","","","","","","","13.9",",X","",""
"USW00093721","1992-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.7",",X","531.3","0","2.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","10","","1","","3","","-2.2",",0,20,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,09,","29.4",",0,15,","217.5","0","186.5",",0","69.4",",,,0","","","","","","","","","0",",,,0","12.38",",0","18.55",",,,0","6.21",",,,0","","","","","","","","","315",",X","","","","","","","","","17.5",",X","",""
"USW00093721","1992-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.8",",X","531.3","0","0.0",",0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","2",",0","0",",0","16","","3","","1","","-4.4",",0,16,","0",",,0,30,+","0",",T,0,15,+","23.1",",,0,23,","23.3",",0,03,","515.1","0","297.6",",0","87.5",",,,0","","","","","","","","","0",",T,,0","8.41",",0","13.15",",,,0","3.68",",,,0","","","","","","","","","180",",X","","","","","","","","","17.5",",X","",""
"USW00093721","1992-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.6",",X","531.3","0","0.0",",0","13",",0","5",",0","2",",0","0",",0","1",",0","0",",0","18",",0","0",",0","1",",0","0",",0","16","","5","","","","-9.4",",0,25,","0",",,0,31,+","38",",,0,10,","43.7",",,0,11,","22.2",",0,31,","964.6","0","449.5",",0","117.8",",,,0","","","","","","","","","38",",,,0","3.83",",0","8.05",",,,0","-0.38",",,,0","","","","","","","","","315",",X","","","","","","","","","21.6",",X","",""
"USW00093721","1993-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.2",",X","0.0","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","1",",0","0",",0","21",",0","1",",0","0",",0","0",",0","12","","2","","","","-7.2",",0,30,","0",",T,0,11,+","36",",,0,09,","21.1",",,0,05,","18.9",",0,04,","1432.2","0","467.6",",0","69.3",",,,0","","","","","","","","","36",",,,0","3.25",",0","7.63",",,,0","-1.13",",,,0","","","","","","","","","270",",X","","","","","","","","","20.6",",X","",""
"USW00093721","1993-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","5.0",",X","0.0","0","0.0",",0","8",",0","4",",0","1",",0","4",",0","2",",0","0",",0","28",",0","6",",0","0",",0","0",",0","8","","3","","","","-12.8",",0,19,","51",",,0,27,+","107",",,0,21,","28.2",",,0,12,","14.4",",0,05,","1954.9","0","522.7",",0","72.1",",,,0","","","","","","","","","225",",,,0","-0.34",",0","4.65",",,,0","-5.32",",,,0","","","","","","","","","315",",X","","","","","","","","","20.0",",X","",""
"USW00093721","1993-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.3",",X","0.0","0","0.0",",0","14",",0","11",",0","3",",0","7",",0","1",",0","0",",0","16",",0","3",",0","0",",0","0",",0","17","","5","","","","-12.2",",0,15,","229",",,0,16,+","287",",,0,13,","62.2",",,0,13,","19.4",",0,30,","2396.1","0","441.2",",0","206.2",",,,0","","","","","","","","","322",",,,0","4.10",",0","8.61",",,,0","-0.41",",,,0","","","","","","","","","315",",X","","","","","","","","","23.1",",X","",""
"USW00093721","1993-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.7",",X","0.0","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","7",",0","0",",0","9","","2","","3","","-1.1",",0,04,","0",",,0,30,+","0",",T,0,01,","20.6",",,0,10,","27.2",",0,25,","2604.8","0","208.7",",0","93.5",",,,0","","","","","","","","","0",",T,,0","11.38",",0","17.37",",,,0","5.39",",,,0","","","","","","","","","315",",X","","","","","","","","","22.1",",X","",""
"USW00093721","1993-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.6",",X","36.8","0","36.8",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","14","","2","","4","","5.0",",0,21,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,12,","31.7",",0,11,","2642.1","0","37.3",",0","93.0",",,,0","","","","","","","","","0",",,,0","18.32",",0","24.70",",,,0","11.93",",,,0","","","","","","","","","315",",X","","","","","","","","","24.7",",X","",""
"USW00093721","1993-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.4",",X","164.3","0","127.5",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","12","","","","5","","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,08,","35.6",",0,28,","2649.1","0","7.0",",0","65.1",",,,0","","","","","","","","","0",",,,0","22.35",",0","28.85",",,,0","15.85",",,,0","","","","","","","","","315",",X","","","","","","","","","17.5",",X","",""
"USW00093721","1993-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.5",",X","424.9","0","260.6",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","11","","","","4","","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,14,","37.8",",0,09,+","0.0","0","0.0",",0","43.5",",,,0","","","","","","","","","0",",,,0","26.74",",0","32.60",",,,0","20.88",",,,0","","","","","","","","","315",",X","","","","","","","","","22.6",",X","",""
"USW00093721","1993-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","2.9",",X","625.2","0","200.3",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","16","","","","6","","14.4",",0,23,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,06,","36.7",",0,28,","0.0","0","0.0",",0","64.8",",,,0","","","","","","","","","0",",,,0","24.80",",0","30.99",",,,0","18.60",",,,0","","","","","","","","","315",",X","","","","","","","","","17.5",",X","",""
"USW00093721","1993-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.7",",X","720.4","0","95.2",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","16","","","","5","","5.0",",0,30,","0",",,0,30,+","0",",,0,30,+","41.4",",,0,27,","35.0",",0,03,","31.4","0","31.4",",0","103.9",",,,0","","","","","","","","","0",",,,0","20.46",",0","25.69",",,,0","15.24",",,,0","","","","","","","","","270",",X","","","","","","","","","14.4",",X","",""
"USW00093721","1993-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.8",",X","722.1","0","1.7",",0","13",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","16","","3","","2","","2.8",",0,24,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,12,","26.7",",0,09,","197.5","0","166.1",",0","76.7",",,,0","","","","","","","","","0",",,,0","13.03",",0","18.50",",,,0","7.56",",,,0","","","","","","","","","315",",X","","","","","","","","","15.9",",X","",""
"USW00093721","1993-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.0",",X","724.6","0","2.5",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","2",",0","0",",0","11","","1","","","","-3.9",",0,21,","0",",,0,30,+","0",",T,0,01,","36.1",",,0,27,","26.1",",0,15,","509.5","0","312.0",",0","78.5",",,,0","","","","","","","","","0",",T,,0","8.02",",0","13.78",",,,0","2.25",",,,0","","","","","","","","","315",",X","","","","","","","","","20.6",",X","",""
"USW00093721","1993-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.3",",X","724.6","0","0.0",",0","10",",0","7",",0","2",",0","3",",0","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","12","","","","","","-12.8",",0,31,","51",",,0,30,+","51",",,0,28,","39.4",",,0,05,","16.1",",0,03,","1005.5","0","496.0",",0","113.1",",,,0","","","","","","","","","74",",,,0","2.33",",0","6.66",",,,0","-1.99",",,,0","","","","","","","","","270",",X","","","","","","","","","20.6",",X","",""
"USW00093721","1994-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.4",",X","0.0","0","0.0",",0","14",",0","10",",0","1",",0","7",",0","2",",0","2",",0","30",",0","8",",0","0",",0","0",",0","15","","3","","","","-20.6",",0,19,","102",",,0,20,","79",",,0,20,","27.4",",,0,17,","12.8",",0,24,","1659.4","0","653.9",",0","116.6",",,,0","","","","","","","","","125",",,,0","-2.76",",0","1.56",",,,0","-7.08",",,,0","","","","","","","","","270",",X","","","","","","","","","18.5",",X","",""
"USW00093721","1994-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.3",",X","0.0","0","0.0",",0","8",",0","6",",0","2",",0","10",",0","1",",0","0",",0","25",",0","6",",0","0",",0","0",",0","11","","2","","","","-10.0",",0,28,+","102",",,0,13,+","102",",,0,11,","36.1",",,0,11,","18.9",",0,20,","2142.0","0","482.6",",0","103.5",",,,0","","","","","","","","","136",",,,0","1.10",",0","5.95",",,,0","-3.75",",,,0","","","","","","","","","315",",X","","","","","","","","","20.0",",X","",""
"USW00093721","1994-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.8",",X","0.0","0","0.0",",0","15",",0","13",",0","3",",0","3",",0","1",",0","0",",0","18",",0","0",",0","2",",0","0",",0","15","","2","","","","-5.0",",0,17,","51",",,0,02,","79",",,0,02,","63.0",",,0,02,","26.7",",0,23,","2521.9","0","379.9",",0","219.5",",,,0","","","","","","","","","107",",,,0","6.08",",0","11.33",",,,0","0.83",",,,0","","","","","","","","","45",",X","","","","","","","","","20.6",",X","",""
"USW00093721","1994-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.4",",X","20.4","0","20.4",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","11","","3","","4","","0.6",",0,08,","0",",,0,30,+","0",",T,0,13,","22.6",",,0,13,","33.3",",0,27,","2631.7","0","109.8",",0","64.1",",,,0","","","","","","","","","0",",T,,0","15.35",",0","21.69",",,,0","9.01",",,,0","","","","","","","","","315",",X","","","","","","","","","20.6",",X","",""
"USW00093721","1994-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.2",",X","46.3","0","25.9",",0","14",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","13","","","","3","","4.4",",0,14,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,15,","32.2",",0,23,","2733.1","0","101.4",",0","77.0",",,,0","","","","","","","","","0",",,,0","15.90",",0","22.46",",,,0","9.33",",,,0","","","","","","","","","315",",X","","","","","","","","","24.7",",X","",""
"USW00093721","1994-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.8",",X","250.0","0","203.7",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","16","","1","","10","","8.9",",0,03,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,30,","38.3",",0,15,","2733.9","0","0.8",",0","72.2",",,,0","","","","","","","","","0",",,,0","25.10",",0","31.43",",,,0","18.77",",,,0","","","220",",X","","","","","180",",X","","","13.4",",X","","","","","20.0",",X","",""
"USW00093721","1994-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.3",",X","509.5","0","259.5",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","24","","","","11","","17.8",",0,12,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,27,","36.7",",0,08,","0.0","0","0.0",",0","115.2",",,,0","","","","","","","","","0",",,,0","26.70",",0","31.71",",,,0","21.70",",,,0","","","300",",X","","","","","315",",X","","","20.6",",X","","","","","26.2",",X","",""
"USW00093721","1994-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.5",",X","666.8","0","157.3",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","21","","2","","8","","12.2",",0,07,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,05,","35.0",",0,14,","0.0","0","0.0",",0","87.5",",,,0","","","","","","","","","0",",,,0","23.41",",0","28.69",",,,0","18.13",",,,0","","","270",",X","","","","","270",",X","","","13.0",",X","","","","","22.1",",X","",""
"USW00093721","1994-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.7",",X","726.5","0","59.7",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","13","","1","","2","","8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","66.5",",,0,22,","32.8",",0,14,","8.2","0","8.2",",0","99.8",",,,0","","","","","","","","","0",",,,0","20.05",",0","25.75",",,,0","14.35",",,,0","","","20",",X","","","","","45",",X","","","11.6",",X","","","","","20.0",",X","",""
"USW00093721","1994-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.0",",X","729.9","0","3.4",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","9","","1","","1","","2.2",",0,28,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,23,","26.7",",0,09,+","153.5","0","145.3",",0","46.3",",,,0","","","","","","","","","0",",,,0","13.75",",0","20.07",",,,0","7.44",",,,0","","","210",",X","","","","","45",",X","","","9.4",",X","","","","","15.4",",X","",""
"USW00093721","1994-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.1",",X","731.3","0","1.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","10","","2","","1","","-4.4",",0,24,","0",",,0,30,+","5",",,0,23,","17.8",",,0,27,","26.1",",0,04,","373.7","0","220.2",",0","49.6",",,,0","","","","","","","","","5",",,,0","11.04",",0","16.80",",,,0","5.28",",,,0","","","270",",X","","","","","270",",X","","","14.8",",X","","","","","20.6",",X","",""
"USW00093721","1994-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.4",",X","731.3","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","14","","1","","","","-6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,10,","20.0",",0,05,","759.4","0","385.7",",0","49.6",",,,0","","","","","","","","","0",",,,0","5.89",",0","10.76",",,,0","1.02",",,,0","","","310",",X","","","","","315","1,X","","","13.0",",X","","","","","21.1","1,X","",""
"USW00093721","1995-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.2",",X","0.0","0","0.0",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","19",",0","1",",0","1",",0","0",",0","12","","4","","1","","-10.0",",0,06,+","0",",T,0,30,+","8",",,0,28,","31.8",",,0,20,","21.7",",0,13,","1207.7","0","448.3",",0","73.1",",,,0","","","","","","","","","8",",,,0","3.87",",0","7.92",",,,0","-0.18",",,,0","","","290",",X","","","","","315",",X","","","13.4",",X","","","","","18.5",",X","",""
"USW00093721","1995-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","4.2",",X","0.0","0","0.0",",0","7",",0","5",",0","0",",0","8",",0","1",",0","0",",0","23",",0","6",",0","0",",0","0",",0","11","","1","","","","-15.0",",0,06,","178",",,0,04,","183",",,0,04,","19.1",",,0,04,","15.0",",0,20,","1703.3","0","495.6",",0","47.8",",,,0","","","","","","","","","191",",,,0","0.63",",0","5.49",",,,0","-4.23",",,,0","","","290",",X","","","","","315",",X","","","16.1",",X","","","","","21.1",",X","",""
"USW00093721","1995-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","3.8",",X","0.0","0","0.0",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","5",",0","0",",0","14","","1","","","","-5.6",",0,10,","0",",T,0,09,+","5",",,0,08,","47.8",",,0,08,","25.0",",0,16,","1999.1","0","295.8",",0","54.0",",,,0","","","","","","","","","5",",,,0","8.79",",0","14.75",",,,0","2.83",",,,0","","","340",",X","","","","","315",",X","","","10.7",",X","","","","","15.9",",X","",""
